project_id,block_order,block_type,layout_style,content_1_cn (左侧/主内容),content_1 _en(左侧/主内容),content_2_cn (右侧/次内容),content_2_en (右侧/次内容)
beijing-x-museum,5,text_1col,align-left,"### 自由呼吸的室内光环境
为了适应墙面自由悬挂艺术品的特质，展厅顶部的轨道灯系统具备极致的灵活性。天花中轴上的定制条形磨砂玻璃灯，为空间铺设了均匀柔和的环境光。而入口连桥底部的彩色LED洗墙灯，则宛如一条悬浮的彩虹，诱发着人们对艺术的无穷遐想。","### A Freely Breathing Indoor Light Environment
To accommodate the free hanging of art on the walls, the track lighting system on the ceiling offers extreme flexibility. Custom rectangular frosted glass lights on the central axis provide uniform and soft ambient light. The colored LED wash lights under the entrance bridge act like a floating rainbow, inducing endless reverie about art.",,
beijing-x-museum,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/09.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/10.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/11.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/12.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/13.webp",,,
beijing-x-museum,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/14.webp,,,
beijing-x-museum,8,text_1col,align-center,*在色彩与光影的碰撞中，艺术的未知边界正在被无限延伸。*,"*In the collision of colors and light, the unknown boundaries of art are being infinitely extended.*",,
shenzhen-mercedes-me,1,text_1col,align-center,"### 引擎轰鸣与精酿醇香的光影跨界
坐落于深圳南山万象天地的Mercedes me体验店，是梅赛德斯-奔驰跨界创新的先锋之作。照明设计融合了深圳的老厂房记忆与汽车工业的精密质感，通过光影的高级调度，在餐饮、展陈与精酿空间中打造了一个充满张力与高级感的全景式体验场。","### Light and Shadow Crossover: Engine Roars and Craft Brew Aromas
Located in the MixC, Nanshan, Shenzhen, the Mercedes me experience store is a pioneer of cross-border innovation for Mercedes-Benz. The lighting design fuses the memory of Shenzhen's old factories with the precision texture of the automotive industry. Through advanced light scheduling, it creates a highly tense and premium panoramic experience across dining, exhibition, and brewery spaces.",,
shenzhen-mercedes-me,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/02.webp,,,
shenzhen-mercedes-me,3,text_2col,50-50,"### 工业质感的光学提取
空间大量使用了金属铜与深色材质，设计团队通过防眩光重点照明，精准打亮金属表面，强烈的明暗对比勾勒出犹如汽车车身般流线且硬朗的工业美感。","### Optical Extraction of Industrial Texture
The space heavily uses copper and dark materials. The design team employed anti-glare accent lighting to precisely illuminate metal surfaces, sketching a streamlined and robust industrial beauty akin to a car body through strong contrast between light and dark.","### 微醺时刻的氛围雕琢
在精酿与吧台区域，低色温的微型洗墙灯从底部向上轻抚吧台肌理，酒架背部的隐藏线型灯光使得酒瓶晶莹剔透，营造出令人彻底放松的微醺光晕。","### Carving the Atmosphere for Tipsy Moments
In the brewery and bar areas, low-color-temperature miniature wall washers gently brush the bar texture from the bottom up. Hidden linear lights behind the wine racks make the bottles crystal clear, creating a completely relaxing, tipsy halo."
shenzhen-mercedes-me,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/06.webp",,,
shenzhen-mercedes-me,5,text_1col,align-left,"### 艺术化装置的吸睛聚焦
天花板上悬挂的由LED灯管拼叠而成的汽车轮廓艺术灯具，成为了空间视觉的绝对核心。结合酿酒设备的底部地埋投光，机械的粗犷与光的柔和在这里达到了奇妙的平衡。","### Eye-Catching Focus of Artistic Installations
The artistic fixture suspended from the ceiling, formed by overlapping LED tubes shaped like a car silhouette, becomes the absolute visual core of the space. Combined with the bottom in-ground lighting of the brewery equipment, the roughness of machinery and the softness of light achieve a wonderful balance here.",,
shenzhen-mercedes-me,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/07.webp,,,
shenzhen-mercedes-me,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-mercedes-me/08.webp,,,
shenzhen-mercedes-me,8,text_1col,align-center,*每一束光，都在为你讲述关于速度、品味与享受的故事。*,"*Every beam of light tells you a story of speed, taste, and enjoyment.*",,
shanghai-north-south-elevated-road,1,text_1col,align-center,"### 穿梭城市动脉的流光溢彩
上海南北高架景观照明荣获了第十四届“中照照明奖”工程设计大奖。这项宏伟的城市基础设施照明改造，以极具前瞻性的光影控制技术，将冰冷的混凝土巨龙转化为一条极具动感与科技感的光之纽带，重塑了上海的夜间城市动脉。","### Flowing Colors Through the City's Artery
The Shanghai North-South Elevated Road landscape lighting won the 14th 'Zhongzhao Lighting Award' for engineering design. This grand urban infrastructure lighting renovation uses highly forward-looking light control technology to transform the cold concrete dragon into a dynamic and high-tech light ribbon, reshaping Shanghai's nighttime urban artery.",,
shanghai-north-south-elevated-road,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-north-south-elevated-road/02.webp,,,
shanghai-north-south-elevated-road,3,text_2col,50-50,"### 桥梁肌理的光效重塑
由于桥梁本身缺乏装饰性结构，设计团队放弃了传统的高能耗投光模式，转而利用定制的光束设备，在夜幕中打造出独一无二的立体光雕塑效果。","### Reshaping Light Effects of Bridge Texture
Because the bridge itself lacks decorative structures, the design team abandoned traditional high-energy floodlighting, turning instead to custom beam equipment to create a unique three-dimensional light sculpture effect in the night.","### 智能互动的城市画卷
系统能够根据节假日与日常模式自动调整色彩律动，光影沿着车流的方向蜿蜒，极大提升了驾驶者的视觉舒适度与城市的夜间景观魅力。","### Smart Interactive Urban Scroll
The system can automatically adjust color rhythms according to holidays and daily modes. The light trails wind along the direction of traffic flow, greatly enhancing drivers' visual comfort and the city's nighttime landscape charm."
shanghai-north-south-elevated-road,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-north-south-elevated-road/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-north-south-elevated-road/04.webp",,,
shanghai-north-south-elevated-road,5,text_1col,align-left,"### 创新激光技术的应用
为了实现超远距离的精准投射，照明中引入了定制激光定位系统。防眩光的光罩设计严格控制了光污染，为这条城市大动脉赋予了既环保又惊艳的绿色光环境。","### Application of Innovative Laser Technology
To achieve precise ultra-long-distance projection, a customized laser positioning system was introduced into the lighting. The anti-glare shield design strictly controls light pollution, endowing this main city artery with an environmentally friendly and stunning green light environment.",,
shanghai-north-south-elevated-road,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-north-south-elevated-road/05.webp,,,
shanghai-north-south-elevated-road,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-north-south-elevated-road/06.webp,,,
shanghai-north-south-elevated-road,8,text_1col,align-center,*光影川流不息，编织出魔都夜空中最壮丽的血管。*,*Endless streams of light and shadow weave the most magnificent veins in the night sky of the magic city.*,,
shanghai-university-road,1,text_1col,align-center,"### 社区与商业交融的IES获奖之作
上海大学路莫比乌斯环广场照明项目荣获了全球照明界的奥斯卡——IES照明奖。照明设计在这个充满青春活力的街区中，以光为媒介串联起社区与商业活动，营造出一个极具辨识度的视觉中心与温暖的社交聚集地。","### IES Award-Winning Work Blending Community and Commerce
The Shanghai University Road Mobius Ring Square lighting project won the IES Illumination Award, the Oscars of the global lighting industry. In this vibrant and youthful block, the lighting design uses light as a medium to connect community and commercial activities, creating a highly recognizable visual center and a warm social gathering place.",,
shanghai-university-road,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-university-road/02.webp,,,
shanghai-university-road,3,text_2col,50-50,"### 莫比乌斯的无尽光环
中心广场上形似“@”符号的巨型艺术装置，被精心布置的灯光赋予了悬浮感。从空中俯瞰，犹如一条充满数字密码的发光丝带，成为街区最闪耀的标志。","### The Endless Halo of Mobius
The giant artistic installation resembling the '@' symbol on the central square is given a sense of suspension by meticulously arranged lighting. Viewed from above, it looks like a glowing ribbon full of digital codes, becoming the brightest landmark of the block.","### 木质格栅的透光之美
装置表面由520片木质格栅拼接而成，设计巧妙地将光源隐藏于内部。夜晚时分，暖黄色的光线从缝隙中均匀透出，散发出柔和且不刺眼的温馨质感。","### The Translucent Beauty of Wooden Grilles
The surface of the installation consists of 520 spliced wooden grilles, with light sources cleverly hidden inside. At night, warm yellow light shines uniformly through the gaps, emitting a soft, non-glaring, and cozy texture."
shanghai-university-road,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-university-road/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-university-road/04.webp",,,
shanghai-university-road,5,text_1col,align-left,"### 光与人群的互动剧场
广场周边的环境光被刻意压低，将所有的视觉焦点让渡给中心的艺术装置。光不仅照亮了物体本身，更为驻足、闲谈、休憩的人们提供了一个如同舞台聚光灯般的城市剧场。","### An Interactive Theater of Light and Crowd
The ambient light around the square is deliberately kept low, yielding all visual focus to the central artistic installation. The light not only illuminates the object itself but also provides a stage-like urban theater for people stopping, chatting, and resting.",,
shanghai-university-road,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-university-road/05.webp,,,
shanghai-university-road,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-university-road/06.webp,,,
shanghai-university-road,8,text_1col,align-center,*流转的不仅是光影，更是这座城市源源不断的创新活力。*,*What flows is not only light and shadow but the continuous innovative vitality of this city.*,,
shanghai-crystal-plaza,1,text_1col,align-center,"### 前滩之晶的光影切割
上海晶耀前滩（Crystal Plaza）位于浦东前滩国际商务区的核心位置。六座晶莹剔透的办公塔楼与商业裙楼相辅相成。照明设计精准捕捉了建筑“水晶”般的多切面肌理，用纯净的白光勾勒出极具现代感与力量感的商业地标。","### Light and Shadow Cutting of the Crystal of Qiantan
Shanghai Crystal Plaza is located at the core of the Qiantan International Business District in Pudong. Six crystal-clear office towers complement the commercial podiums. The lighting design accurately captures the 'crystal'-like multifaceted texture of the architecture, using pure white light to outline a commercial landmark with extreme modernity and power.",,
shanghai-crystal-plaza,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/02.webp,,,
shanghai-crystal-plaza,3,text_2col,50-50,"### 切割面的立体洗礼
高达15米的商业裙楼底部暗藏了定制的极窄角度线性洗墙灯。灯光顺应玻璃幕墙的倾斜角度，将白色半透明幕墙洗刷得纯净无暇，仿佛内部散发着柔和的光芒。","### Three-Dimensional Baptism of Cut Surfaces
Custom ultra-narrow-angle linear wall washers are hidden at the bottom of the 15-meter-high commercial podiums. The light follows the tilt angle of the glass curtain wall, washing the white translucent curtain wall purely and flawlessly, as if a soft glow is radiating from within.","### 塔冠的高光点缀
办公楼顶部的斜切面被大功率投光灯精心照亮，光影在不同角度的折射下，与裙楼底部的三角发光槽形成呼应，让整个建筑群在夜空中熠熠生辉。","### Highlight Accentuation of the Tower Crown
The beveled cuts at the top of the office buildings are elaborately illuminated by high-power floodlights. The refraction of light at different angles echoes the triangular glowing slots at the bottom of the podiums, making the entire complex sparkle in the night sky."
shanghai-crystal-plaza,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/06.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/08.webp",,,
shanghai-crystal-plaza,5,text_1col,align-left,"### 室内大堂的水晶质感
办公楼一层大堂内部，通过智能DALI系统控制的洗墙灯与射灯，对高达12-15米的多折面墙体进行了精确的照度计算，营造出如水晶内部般明亮通透的顶级办公氛围。","### Crystal Texture of the Indoor Lobby
Inside the first-floor lobbies of the office buildings, wall washers and spotlights controlled by a smart DALI system provide precise illuminance calculation for the 12 to 15-meter-high multifaceted walls, creating a bright and transparent premium office atmosphere akin to the interior of a crystal.",,
shanghai-crystal-plaza,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/09.webp,,,
shanghai-crystal-plaza,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-crystal-plaza/10.webp,,,
shanghai-crystal-plaza,8,text_1col,align-center,*每一面折射的光，都是城市晶体最纯粹的跳动。*,*Every refracted beam is the purest heartbeat of the urban crystal.*,,
shenzhen-guangming-art-center,1,text_1col,align-center,"### 艺术与光影的交织协奏
深圳光明艺术中心作为区域内顶级的公共文化设施，承载着展览、演艺等多种功能。照明设计旨在将光线作为隐形的建筑材料，让光影与几何空间完美互嵌，创造出一种极具戏剧张力与视觉震撼力的艺术场域。","### The Interwoven Concerto of Art and Light
As a top-tier public cultural facility in the region, Shenzhen Guangming Art Center serves multiple functions, including exhibitions and performances. The lighting design aims to use light as an invisible building material, perfectly embedding light and geometric space to create an artistic field with extreme dramatic tension and visual impact.",,
shenzhen-guangming-art-center,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-guangming-art-center/02.webp,,,
shenzhen-guangming-art-center,3,text_2col,50-50,"### 空间张力的光源隐匿
通过防眩光的隐蔽式安装，大量定制灯具被完美藏于建筑结构之内，实现了见光不见灯的高级质感，使空间原有的纯粹线条得以彻底释放。","### Source Concealment for Spatial Tension
Through anti-glare concealed installation, a large number of custom fixtures are perfectly hidden within the architectural structure, achieving a premium texture of seeing the light but not the source, thoroughly releasing the original pure lines of the space.","### 剧场般的氛围洗礼
宽阔的公共空间与艺术长廊被重点洗墙灯与柔和的环境光层层渲染，让每一位步入其中的访客，都能感受到如同置身艺术舞台中央的静谧与震撼。","### Theater-Like Atmosphere Baptism
The wide public spaces and art corridors are layered with accent wall washers and soft ambient light, allowing every visitor stepping inside to feel the tranquility and shock of being in the center of an art stage."
shenzhen-guangming-art-center,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-guangming-art-center/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-guangming-art-center/04.webp",,,
shenzhen-guangming-art-center,5,text_1col,align-left,"### 动态与静态的视觉平衡
设计对不同材质的光学反射率进行了深入考量。高显色性的光线打在粗糙与细腻的墙面上，不仅展现了材料的真实肌理，还实现了动静结合的和谐美学体验。","### Visual Balance of Dynamic and Static
The design deeply considered the optical reflectivity of different materials. High-CRI light hitting rough and smooth walls not only reveals the true texture of the materials but also achieves a harmonious aesthetic experience of dynamic and static integration.",,
shenzhen-guangming-art-center,6,image_grid,masonry,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-guangming-art-center/05.webp,,,
shenzhen-guangming-art-center,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shenzhen-guangming-art-center/06.webp,,,
shenzhen-guangming-art-center,8,text_1col,align-center,*光是无声的交响，在静谧的空间里奏响艺术的华章。*,"*Light is a silent symphony, playing the magnificent chapters of art in a quiet space.*",,
shanghai-cifi-tower,1,text_1col,align-center,"### 红色峡谷里的法式浪漫
上海恒基旭辉天地（The Roof）由建筑大师让·努维尔操刀，是马当路上极具辨识度的城市地标。照明设计配合其“红色峡谷”般的半开敞式内街，用光影点燃了繁花似锦的绿植立面，在上海的心脏地带谱写出一曲极具张力与艺术感的夜间探戈。","### French Romance in the Red Canyon
The Roof in Shanghai, designed by master architect Jean Nouvel, is a highly recognizable urban landmark on Madang Road. The lighting design complements its 'Red Canyon'-like semi-open inner street, igniting the flower-filled green facade with light and shadow, composing a highly tense and artistic nighttime tango in the heart of Shanghai.",,
shanghai-cifi-tower,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/02.webp,,,
shanghai-cifi-tower,3,text_2col,50-50,"### 红色肌理的光之唤醒
建筑内街大面积使用了鲜艳的红色墙面与繁盛的垂吊植物。定制的洗墙灯与投光灯以温暖的低色温，精准打亮了立面层次，让那抹经典的“丹霞红”在夜幕中更加深邃诱人。","### Awakening the Red Texture with Light
The inner street of the building heavily uses bright red walls and lush hanging plants. Custom wall washers and floodlights precisely illuminate the facade layers with warm, low-color-temperature light, making that classic 'Danxia Red' even deeper and more alluring at night.","### 内外视角的戏剧反差
外部是沉稳低调的灰色砖墙，而一跨入内街，瞬间被热情奔放的光影峡谷包围。灯光在这一外一内之间，构筑了极具戏剧冲突的视觉体验。","### Dramatic Contrast of Internal and External Perspectives
The exterior features calm and low-profile gray brick walls, but once stepping into the inner street, one is instantly surrounded by a passionate canyon of light and shadow. The lighting constructs a highly dramatic visual experience between the inside and outside."
shanghai-cifi-tower,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/06.webp",,,
shanghai-cifi-tower,5,text_1col,align-left,"### 生态绿植的光学呵护
针对密集的立体绿化，照明系统特别考量了植物生长的光学需求。隐藏式的小巧灯具在不破坏绿植自然形态的前提下，如同萤火虫般隐匿于枝叶间，呈现出浪漫的生态夜景。","### Optical Care for Ecological Greenery
For the dense vertical greenery, the lighting system specifically considered the optical needs for plant growth. Tiny, concealed fixtures hide among the branches and leaves like fireflies without disrupting the natural form of the plants, presenting a romantic ecological nightscape.",,
shanghai-cifi-tower,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/08.webp",,,
shanghai-cifi-tower,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-cifi-tower/09.webp,,,
shanghai-cifi-tower,8,text_1col,align-center,*红与绿的交织，光与影的共舞，城市峡谷里藏着不灭的热情。*,"*The interweaving of red and green, the dance of light and shadow; an inextinguishable passion is hidden in the urban canyon.*",,
shanghai-astronomy-museum,1,text_1col,align-center,"### 探索宇宙的星辰之光
上海天文馆位于临港大道，作为全球最大的天文馆，其智能照明设计结合自然建筑形态，以光环境还原浩瀚星空与宇宙奥秘，为观众打造沉浸式的文化地标体验。","### The Starlight of Cosmic Exploration
Located on Lingang Avenue, the Shanghai Astronomy Museum features an intelligent lighting design that restores the vast starry sky, creating an immersive cultural landmark experience.",,
shanghai-astronomy-museum,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/02.webp,,,
shanghai-astronomy-museum,3,text_2col,50-50,"### 沉浸式星空体验
家园展区聚焦太阳系，通过隐蔽式灯带与动态光影，让参观者在黑暗中感受悬浮的星球。","### Immersive Starry Experience
The Home zone uses concealed light strips and dynamic shadows to let visitors experience floating planets in the dark.","### 建筑与光影的共生
宇宙展区运用非对称洗墙灯光系统，精确照亮建筑的折线与弧面，使展陈空间与建筑肌理融为一体。","### Symbiosis of Architecture and Light
The Cosmos zone uses an asymmetrical wall-washing system to precisely illuminate the folds and curves of the building."
shanghai-astronomy-museum,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/06.webp",,,
shanghai-astronomy-museum,5,text_1col,align-left,"### 光学级别的展陈保护
照明方案采用高显色性光源与防眩光技术，确保陨石、标本等珍贵展品得到最真实的色彩还原，提供无死角的观展体验。","### Optical-Grade Exhibition Protection
The lighting uses high color rendering and anti-glare technology to ensure the truest color reproduction of precious exhibits.",,
shanghai-astronomy-museum,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/09.webp",,,
shanghai-astronomy-museum,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/shanghai-astronomy-museum/10.webp,,,
shanghai-astronomy-museum,8,text_1col,align-center,*每一束光，都是来自亿万光年外的宇宙回响。*,*Every beam of light is a cosmic echo from billions of light-years away.*,,
macau-versace-boutique,1,text_1col,align-center,"### 璀璨奢华的光影盛宴
位于澳门四季酒店的范思哲精品店，照明设计以极具视觉冲击力的灯光，完美呈现品牌经典的奢华质感与高端商业零售空间的时尚基因。","### A Dazzling Feast of Light and Luxury
Located in the Four Seasons Hotel Macau, the Versace boutique uses visually striking illumination to perfectly present the brand's classic luxury texture and fashion DNA.",,
macau-versace-boutique,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/02.webp,,,
macau-versace-boutique,3,text_2col,50-50,"### 美杜莎的视觉焦点
外立面采用特色金色网格，隐蔽式灯带与上下洗墙灯精准配合，照亮巨大的3D美杜莎Logo，打造出引人注目的品牌视觉中心。","### The Visual Focus of Medusa
The facade features a distinct golden lattice, where concealed light strips and wall washers illuminate the giant 3D Medusa logo.","### 室内空间的高级质感
内部天花板采用向上的间接照明，结合白色涂装反射，营造出明亮开阔的空间感；定制轨道射灯精准突出展示商品。","### High-end Texture of the Interior Space
The interior ceiling utilizes upward indirect lighting combined with a white finish to create a bright and open spatial feel."
macau-versace-boutique,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/06.webp",,,
macau-versace-boutique,5,text_1col,align-left,"### 灵活多变的陈列照明
橱窗区域采用嵌入式轨道灯与LED背光模块，不仅提升了展示面板的立体感，还允许根据不同时尚单品的陈列需求灵活调整灯光角度。","### Flexible Display Lighting
The window area uses recessed track lights and LED backlit modules to enhance the three-dimensionality of display panels and allow for flexible adjustment.",,
macau-versace-boutique,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/09.webp",,,
macau-versace-boutique,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/macau-versace-boutique/10.webp,,,
macau-versace-boutique,8,text_1col,align-center,*光影交织间，奢华不仅是物质的呈现，更是精神的共鸣。*,"*Interwoven with light and shadow, luxury is not only a material presentation but also a spiritual resonance.*",,
beijing-x-museum,1,text_1col,align-center,"### 先锋艺术的沉浸表达
北京X美术馆通过定制化轨道射灯与洗墙灯的巧妙结合，为先锋当代艺术创造了极具包容性的沉浸式展陈空间，树立了城市文化地标的新标杆。","### Immersive Expression of Avant-garde Art
The Beijing X Museum creates a highly inclusive immersive exhibition space for avant-garde contemporary art through customized track spotlights and wall washers.",,
beijing-x-museum,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/02.webp,,,
beijing-x-museum,3,text_2col,50-50,"### 动态色彩与装置交互
大胆引入流动的彩色光影与艺术装置相结合，创造出具有互动性的光环境，打破了传统画廊的单调感。","### Dynamic Color and Installation Interaction
Flowing colored lights are boldly introduced and combined with art installations to create an interactive light environment.","### 标志性的立面X元素
外立面的结构交汇处形成巨大的X符号，通过底部的LED洗墙灯进行精准渲染，赋予建筑强烈的科技与未知感。","### Iconic Facade X Element
The structural intersection on the facade forms a giant X, which is precisely rendered by bottom LED wall washers."
beijing-x-museum,4,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/03.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/04.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/05.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/06.webp",,,
beijing-x-museum,5,text_1col,align-left,"### 灵活多维的光学控制
展厅配备了多维度调节的照明系统，能够根据声音、影像等复合媒介艺术作品的特殊需求，进行明暗与色温的深度定制。","### Flexible Multi-dimensional Optical Control
The exhibition hall is equipped with a multi-dimensional lighting system to deeply customize brightness and color temperature for complex media artworks.",,
beijing-x-museum,6,image_grid,masonry,"https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/07.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/08.webp,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/09.webp",,,
beijing-x-museum,7,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/beijing-x-museum/10.webp,,,
beijing-x-museum,8,text_1col,align-center,*在未知的几何里，光线雕刻出未来的轮廓。*,"*In unknown geometries, light carves the contours of the future.*",,
suzhou-wuzhong-museum,1,text_1col,align-center,"### 姑苏文脉的光影低语
吴中博物馆坐落于苏州大运河畔，照明设计将古典意境与现代博物馆技术相融，完美呈现千年文物的厚重与雅致，打造苏州文化的新枢纽。","### Light Whispers of Gusu Heritage
Situated by the Grand Canal in Suzhou, Wuzhong Museum blends classical aesthetics with modern museum technology to perfectly present the elegance of millennia-old artifacts.",,
suzhou-wuzhong-museum,2,image_full,full-width,https://rdilighting.oss-cn-hongkong.aliyuncs.com/projects/suzhou-wuzhong-museum/02.webp,,,
suzhou-wuzhong-museum,3,text_2col,50-50,"### 展陈文物的精准呵护
针对脆弱的历史文物，采用无紫外线的高显色LED聚光灯，通过精细的光束角控制突出藏品质感，避免眩光。","### Precise Care for Exhibits
For fragile historical artifacts, UV-free high color rendering LED spotlights with precise beam control are used to highlight textures and avoid glare.","### 建筑内外的视觉延伸
自然光与人工照明巧妙结合，使中庭的自然采光与展厅的柔和灯光形成过渡，引导观众进行时空穿越般的探索。","### Visual Extension Inside and Out
Natural light and artificial illumination are cleverly combined to create a transition from the atrium's daylight to the exhibition hall's soft light."
